order_id,session_id,customer_id,restaurant_id,courier_id,channel,campaign,voucher_code,device,city,destination_name,delivery_distance_km,order_type,placed_at,food_ready_at,picked_up_at,delivered_at,order_status,cancel_note,food_price,discount_amount
100422,12777,1700,5889,8699,organic,,,android,Depok,Plex Office Blk C,8.0,priority,2024-04-09 16:02:31,2024-04-09 16:24:31,2024-04-09 16:28:31,2024-04-09 16:35:31,delivered,,408000.0,0
100423,12778,1268,5673,9327,organic,,,android,Bekasi,Vivo Residences 11F,2.9,priority,2024-06-24 17:22:37,2024-06-24 17:44:37,2024-06-24 17:49:37,2024-06-24 17:55:37,delivered,,273000.0,0
100424,12792,1118,8517,7658,organic,,,android,Tangerang,Pavilion Stay B-6,2.9,regular,2024-06-16 20:18:43,2024-06-16 20:42:43,2024-06-16 21:17:43,2024-06-16 21:36:43,delivered,,104000.0,0
100425,12799,1309,5374,6491,referral,ref_friend_program,,android,Jakarta Pusat,Griyand Tower 8F,1.2,regular,2024-02-29 07:21:05,2024-02-29 07:30:05,2024-02-29 07:48:05,2024-02-29 08:08:05,delivered,,59000.0,0
100426,12807,1163,1964,5033,referral,ref_influencer,,ios,Jakarta Pusat,Vista Arcade Lt.3,9.3,regular,2024-04-16 17:28:15,2024-04-16 17:38:15,2024-04-16 17:43:15,2024-04-16 17:57:15,delivered,,500000.0,0
100427,12828,1688,4752,3426,referral,ref_friend_program,,web,Depok,Kos Tranquilo No.7,6.3,saver,2024-02-25 12:00:57,2024-02-25 12:59:57,2024-02-25 13:03:57,2024-02-25 13:25:57,delivered,,80000.0,0
100428,12840,1701,2824,4630,organic,,,ios,Tangerang,Kos Nomadik Blok A,6.4,regular,2024-05-04 14:22:13,2024-05-04 14:36:13,2024-05-04 14:39:13,2024-05-04 14:54:13,delivered,,256000.0,0
100429,12842,1479,6413,4585,referral,ref_friend_program,,android,Jakarta Selatan,Apartemen Residenz B-12,7.2,saver,2024-05-14 13:07:09,2024-05-14 13:21:09,2024-05-14 13:23:09,,cancelled,driver_cancelled,144000.0,0
100430,12846,1765,9837,6813,organic,,,web,Depok,Plex Office Blk C,9.0,regular,2024-04-01 17:38:10,2024-04-01 18:02:10,2024-04-01 18:06:10,2024-04-01 18:21:10,delivered,,93000.0,0
100431,12854,1042,7570,7939,promo,promo_ramadan,RAMADAN30,android,Jakarta Selatan,Pavilion Stay B-6,2.6,regular,2024-05-17 11:13:51,2024-05-17 11:33:51,2024-05-17 11:39:51,2024-05-17 11:55:51,delivered,,202000.0,61000.0
100432,12864,1603,9837,4263,paid_search,competitor_kw,,android,Jakarta Selatan,Pavilion Stay B-6,2.1,saver,2024-06-13 20:01:35,2024-06-13 20:31:35,2024-06-13 20:34:35,2024-06-13 20:58:35,delivered,,359000.0,0
100433,12865,1232,9727,4443,promo,promo_feb_valentine,LOVE20,ios,Jakarta Utara,Apartemen Residenz B-12,6.6,priority,2024-02-11 19:51:30,2024-02-11 20:12:30,2024-02-11 20:19:30,2024-02-11 20:24:30,delivered,,259000.0,52000.0
100434,12880,1230,3724,3939,organic,,,ios,Jakarta Selatan,Blok Metropol D-08,10.5,saver,2024-02-28 00:01:05,2024-02-28 00:24:05,2024-02-28 00:29:05,2024-02-28 00:53:05,delivered,,552000.0,0
100435,12883,1458,9837,4630,paid_search,competitor_kw,,android,Tangerang,Citadel Suites 3B,11.8,saver,2024-03-03 18:20:49,2024-03-03 18:38:49,2024-03-03 18:41:49,2024-03-03 18:59:49,delivered,,105000.0,0
100436,12884,1193,2084,8253,referral,ref_friend_program,,ios,Jakarta Selatan,Skybridge Condo 2A,10.0,regular,2024-06-24 09:25:20,2024-06-24 09:46:20,2024-06-24 09:54:20,2024-06-24 10:13:20,delivered,,484000.0,0
100437,12885,1681,6925,9117,promo,promo_jan_newyear,NEWYEAR25,android,Bekasi,Cozy Nest Kos No.3,9.8,saver,2024-05-06 08:08:53,2024-05-06 08:19:53,2024-05-06 08:25:53,2024-05-06 08:52:53,delivered,,21000.0,5000.0
100438,12892,1414,2290,5291,paid_search,brand_kw_jan,,ios,Jakarta Utara,Citadel Suites 3B,7.9,regular,2024-04-03 10:53:28,2024-04-03 11:14:28,2024-04-03 11:17:28,2024-04-03 11:35:28,delivered,,32000.0,0
100439,12900,1734,2824,4585,promo,promo_ramadan,,ios,Jakarta Timur,Kos Tranquilo No.7,8.5,regular,2024-02-11 14:01:19,2024-02-11 14:22:19,2024-02-11 14:24:19,2024-02-11 15:02:19,delivered,,127000.0,0
100440,12926,1345,4119,7209,referral,ref_friend_program,,ios,Depok,Marketo Hub Lt.4,4.6,regular,2024-05-24 07:44:32,2024-05-24 08:06:32,2024-05-24 08:10:32,2024-05-24 08:22:32,delivered,,258000.0,0
100441,12935,1608,7939,5526,organic,,,android,Tangerang,Kos Urbanest Lt.2,7.0,priority,2024-05-06 07:28:49,2024-05-06 07:46:49,2024-05-06 07:51:49,2024-05-06 07:58:49,delivered,,295000.0,0
100442,12938,1790,7201,3426,paid_search,competitor_kw,,android,Depok,Dropbox Urbanio G2,5.3,regular,2024-04-05 14:18:25,2024-04-05 14:37:25,2024-04-05 14:45:25,2024-04-05 15:01:25,delivered,,390000.0,0
100443,12950,1242,6977,8438,promo,promo_jan_newyear,,ios,Jakarta Pusat,Marketo Hub Lt.4,7.8,regular,2024-01-19 12:58:40,2024-01-19 13:19:40,2024-01-19 13:27:40,2024-01-19 13:46:40,delivered,,355000.0,0
100444,12951,1377,4119,1878,promo,promo_jan_newyear,NEWYEAR25,ios,Jakarta Barat,Marketo Hub Lt.4,4.7,regular,2024-04-28 11:42:05,2024-04-28 12:01:05,2024-04-28 12:09:05,2024-04-28 12:23:05,delivered,,253000.0,63000.0
100445,12955,1360,2235,4937,promo,promo_feb_valentine,LOVE20,android,Tangerang,Vista Arcade Lt.3,3.9,regular,2024-01-22 15:41:13,2024-01-22 16:01:13,,,failed,driver_no_show,261000.0,0
100446,12966,1675,7543,3522,organic,,,ios,Jakarta Selatan,Ruko Nexus No.19,10.4,regular,2024-06-12 18:07:31,2024-06-12 18:17:31,2024-06-12 18:24:31,2024-06-12 18:40:31,delivered,,289000.0,0
100447,12967,1080,5374,4044,promo,promo_ramadan,,android,Tangerang,Dropbox Urbanio G2,4.1,saver,2024-03-23 19:43:06,2024-03-23 20:05:06,2024-03-23 20:11:06,2024-03-23 20:28:06,delivered,,78000.0,0
100448,12970,1381,2832,4228,referral,ref_friend_program,FRIENDREF,web,Tangerang,Marketo Hub Lt.4,7.1,regular,2024-02-05 16:07:41,2024-02-05 16:20:41,2024-02-05 16:24:41,2024-02-05 16:43:41,delivered,,279000.0,42000.0
100449,12972,1473,5333,5901,paid_search,brand_kw_jan,,ios,Jakarta Selatan,Cozy Nest Kos No.3,9.4,saver,2024-05-12 18:32:00,2024-05-12 19:20:00,2024-05-12 19:22:00,2024-05-12 19:47:00,delivered,,304000.0,0
100450,12981,1557,5010,8438,referral,ref_friend_program,FRIENDREF,ios,Jakarta Pusat,Skybridge Condo 2A,8.7,priority,2024-05-29 15:38:39,2024-05-29 15:51:39,2024-05-29 15:54:39,2024-05-29 16:01:39,delivered,,224000.0,34000.0
100451,12993,1492,7201,5847,organic,,,android,Jakarta Pusat,Ruko Nexus No.19,9.7,regular,2024-01-31 17:48:37,2024-01-31 18:23:37,2024-01-31 18:28:37,2024-01-31 18:39:37,delivered,,123000.0,0
100452,13000,1718,7543,4114,promo,promo_ramadan,,android,Jakarta Pusat,Kos Tranquilo No.7,11.5,regular,2024-03-09 14:21:43,2024-03-09 14:39:43,2024-03-09 14:46:43,2024-03-09 15:03:43,delivered,,399000.0,0
100453,13012,1612,4119,4997,paid_search,brand_kw_jan,,android,Jakarta Pusat,Grandioso Mall Loker,4.5,saver,2024-03-09 08:43:32,2024-03-09 09:05:32,2024-03-09 09:13:32,2024-03-09 09:31:32,delivered,,264000.0,0
100454,13014,1173,5371,8195,referral,ref_friend_program,,ios,Jakarta Barat,Plex Office Blk C,7.0,regular,2024-04-05 15:59:50,2024-04-05 16:09:50,2024-04-05 16:15:50,2024-04-05 16:34:50,delivered,,219000.0,0
100455,13019,1079,6038,5847,organic,,,android,Jakarta Timur,Ruko Shopville No.34,5.4,regular,2024-03-05 21:47:14,2024-03-05 22:06:14,2024-03-05 22:14:14,2024-03-05 22:36:14,delivered,,40000.0,0
100456,13023,1411,5010,2419,promo,promo_feb_valentine,LOVE20,ios,Bekasi,Pavilion Stay B-6,2.9,regular,2024-06-08 09:38:14,2024-06-08 09:55:14,2024-06-08 09:59:14,2024-06-08 10:15:14,delivered,,94000.0,19000.0
100457,13028,1588,6977,4630,promo,promo_jan_newyear,,android,Jakarta Pusat,Apartemen Residenz B-12,9.3,priority,2024-01-30 18:15:40,2024-01-30 18:37:40,2024-01-30 18:41:40,2024-01-30 18:52:40,delivered,,94000.0,0
100458,13035,1152,2084,1333,organic,,,android,Jakarta Pusat,Kos Nomadik Blok A,5.9,regular,2024-01-19 07:11:54,2024-01-19 07:25:54,2024-01-19 07:29:54,2024-01-19 07:39:54,delivered,,105000.0,0
100459,13036,1188,6413,4937,promo,promo_ramadan,,android,Bekasi,Mall Grandio Loker G1,8.7,regular,2024-02-12 08:51:21,2024-02-12 09:04:21,2024-02-12 09:09:21,2024-02-12 09:17:21,delivered,,227000.0,0
100460,13037,1474,5010,8555,paid_social,tiktok_mar,,android,Depok,Mall Grandio Loker G1,10.8,regular,2024-03-04 12:27:25,2024-03-04 12:42:25,2024-03-04 13:08:25,2024-03-04 13:16:25,delivered,,66000.0,0
100461,13039,1277,9837,8251,referral,ref_friend_program,,ios,Jakarta Selatan,Urbanio Flat 5C,4.8,regular,2024-02-25 13:06:06,2024-02-25 13:22:06,2024-02-25 13:27:06,2024-02-25 13:48:06,delivered,,254000.0,0
100462,13055,1699,2824,1672,paid_social,ig_story_feb,,android,Jakarta Timur,Grandioso Mall Loker,3.4,saver,2024-03-22 17:03:41,2024-03-22 17:20:41,2024-03-22 17:23:41,2024-03-22 17:41:41,delivered,,72000.0,0
100463,13059,1067,9727,6188,paid_social,ig_story_feb,,android,Jakarta Utara,Kos Tranquilo No.7,11.8,regular,2024-01-02 13:03:39,2024-01-02 13:12:39,2024-01-02 13:17:39,2024-01-02 14:13:39,delivered,,187000.0,0
100464,13070,1018,3724,2127,promo,promo_feb_valentine,,android,Jakarta Utara,Kos Tranquilo No.7,6.1,regular,2024-04-27 18:55:09,2024-04-27 19:48:09,2024-04-27 19:52:09,2024-04-27 20:01:09,delivered,,558000.0,0
100465,13080,1460,2235,4571,organic,,,ios,Tangerang,Vista Arcade Lt.3,8.5,regular,2024-06-02 07:18:08,2024-06-02 07:38:08,2024-06-02 07:41:08,2024-06-02 08:01:08,delivered,,69000.0,0
100466,13109,1023,6413,4263,organic,,,ios,Depok,Plex Office Blk C,6.0,priority,2024-05-14 21:38:40,2024-05-14 21:53:40,2024-05-14 21:56:40,2024-05-14 22:04:40,delivered,,73000.0,0
100467,13119,1456,3724,8253,paid_search,brand_kw_jan,,android,Jakarta Selatan,Skybridge Condo 2A,2.8,saver,2024-01-20 20:44:20,2024-01-20 20:55:20,2024-01-20 21:02:20,2024-01-20 21:13:20,delivered,,157000.0,0
100468,13132,1144,7939,1423,paid_search,brand_kw_feb,,ios,Jakarta Timur,Marketo Hub Lt.4,3.2,saver,2024-05-02 16:05:06,2024-05-02 16:15:06,2024-05-02 16:21:06,2024-05-02 16:40:06,delivered,,276000.0,0
100469,13136,1148,4770,4920,promo,promo_jan_newyear,NEWYEAR25,ios,Jakarta Utara,Ruko Nexus No.19,0.7,regular,2024-06-18 13:42:42,2024-06-18 14:01:42,2024-06-18 14:05:42,2024-06-18 14:46:42,delivered,,283000.0,71000.0
100470,13146,1681,3296,9903,paid_social,ig_reel_jan,,android,Depok,Blok Metropol D-08,2.9,regular,2024-06-09 18:59:37,2024-06-09 19:15:37,2024-06-09 19:52:37,2024-06-09 20:03:37,delivered,,395000.0,0
100471,13148,1502,4811,5291,paid_social,ig_story_feb,,android,Bekasi,Skybridge Condo 2A,11.0,priority,2024-04-25 20:18:24,2024-04-25 20:37:24,2024-04-25 20:44:24,2024-04-25 21:03:24,delivered,,228000.0,0
100472,13158,1413,7201,5526,organic,,,android,Jakarta Timur,Cozy Nest Kos No.3,4.8,saver,2024-03-26 15:27:12,2024-03-26 15:42:12,2024-03-26 15:45:12,2024-03-26 16:09:12,delivered,,432000.0,0
100473,13171,1736,4598,8195,organic,,,web,Jakarta Barat,Apartemen Residenz B-12,3.0,regular,2024-01-02 10:53:44,2024-01-02 11:05:44,2024-01-02 11:09:44,2024-01-02 11:30:44,delivered,,240000.0,0
100474,13175,1401,5061,8119,organic,,,ios,Tangerang,Kos Nomadik Blok A,5.1,regular,2024-04-30 17:42:14,2024-04-30 18:07:14,2024-04-30 18:14:14,2024-04-30 18:34:14,delivered,,334000.0,0
100475,13177,1398,9830,4443,paid_search,brand_kw_feb,,ios,Bekasi,Dropbox Urbanio G2,3.0,priority,2024-05-28 08:39:57,2024-05-28 08:53:57,2024-05-28 09:00:57,2024-05-28 09:12:57,delivered,,247000.0,0
100476,13179,1282,1241,9698,paid_social,ig_story_feb,,ios,Bekasi,Griyand Tower 8F,6.2,priority,2024-02-15 11:10:42,2024-02-15 11:25:42,2024-02-15 12:03:42,2024-02-15 12:10:42,delivered,,516000.0,0
100477,13181,1072,2790,8195,promo,promo_jan_newyear,,web,Jakarta Utara,Vivo Residences 11F,2.9,priority,2024-03-11 17:27:09,2024-03-11 17:43:09,2024-03-11 17:51:09,2024-03-11 18:01:09,delivered,,201000.0,0
100478,13187,1259,2612,1320,organic,,,android,Jakarta Barat,Apartemen Residenz B-12,2.6,regular,2024-04-04 08:02:39,2024-04-04 08:21:39,2024-04-04 08:23:39,2024-04-04 08:35:39,delivered,,104000.0,0
100479,13200,1013,2604,2638,referral,ref_friend_program,FRIENDREF,ios,Bekasi,Pavilion Stay B-6,7.5,priority,2024-04-05 23:07:03,2024-04-05 23:30:03,2024-04-05 23:38:03,2024-04-05 23:53:03,delivered,,308000.0,46000.0
100480,13210,1393,1241,7389,referral,ref_influencer,INFLUENCER15,android,Depok,Cozy Nest Kos No.3,4.1,priority,2024-04-03 20:23:19,2024-04-03 20:43:19,2024-04-03 20:48:19,2024-04-03 21:02:19,delivered,,226000.0,34000.0
100481,13215,1170,4770,1672,paid_search,brand_kw_jan,,android,Bekasi,Kos Urbanest Lt.2,3.9,regular,2024-05-20 18:00:59,2024-05-20 18:07:59,2024-05-20 18:11:59,2024-05-20 18:21:59,delivered,,183000.0,0
100482,13236,1147,2290,3041,referral,ref_friend_program,FRIENDREF,ios,Jakarta Pusat,Griyand Tower 8F,9.3,saver,2024-01-22 14:33:28,2024-01-22 14:46:28,2024-01-22 14:52:28,2024-01-22 15:10:28,delivered,,93000.0,14000.0
100483,13240,1787,1964,3851,paid_search,brand_kw_feb,,android,Jakarta Timur,Marketo Hub Lt.4,1.0,priority,2024-05-30 09:15:48,2024-05-30 09:25:48,2024-05-30 09:32:48,2024-05-30 09:44:48,delivered,,261000.0,0
100484,13243,1292,7570,8119,referral,ref_friend_program,,android,Depok,Griyand Tower 8F,4.9,priority,2024-04-17 13:09:33,2024-04-17 13:25:33,2024-04-17 13:31:33,,cancelled,restaurant_too_busy,49000.0,0
100485,13247,1251,3724,4441,promo,promo_ramadan,,ios,Jakarta Utara,Pavilion Stay B-6,8.3,regular,2024-02-16 15:30:10,2024-02-16 15:44:10,2024-02-16 15:48:10,2024-02-16 16:10:10,delivered,,177000.0,0
100486,13260,1112,5061,2169,referral,ref_friend_program,,ios,Jakarta Selatan,Blok Metropol D-08,8.6,regular,2024-01-23 11:41:22,2024-01-23 12:00:22,2024-01-23 12:15:22,2024-01-23 12:30:22,delivered,,294000.0,0
100487,13272,1340,4770,8119,organic,,,ios,Jakarta Timur,Kos Nomadik Blok A,5.0,saver,2024-06-28 22:40:04,2024-06-28 22:54:04,2024-06-28 23:00:04,2024-06-28 23:24:04,delivered,,88000.0,0
100488,13285,1094,5673,4585,promo,promo_feb_valentine,LOVE20,ios,Bekasi,Plex Office Blk C,11.2,regular,2024-03-18 12:28:38,2024-03-18 12:44:38,2024-03-18 12:52:38,2024-03-18 13:09:38,delivered,,351000.0,70000.0
100489,13291,1707,6038,7624,referral,ref_friend_program,FRIENDREF,ios,Bekasi,Cozy Nest Kos No.3,1.2,regular,2024-05-15 11:32:02,2024-05-15 11:55:02,2024-05-15 11:59:02,2024-05-15 12:13:02,delivered,,316000.0,47000.0
100490,13298,1381,7570,7939,organic,,,android,Depok,Cozy Nest Kos No.3,11.0,regular,2024-05-24 09:29:48,2024-05-24 09:40:48,2024-05-24 09:45:48,2024-05-24 10:04:48,delivered,,271000.0,0
100491,13317,1575,2604,7484,paid_social,tiktok_mar,,web,Depok,Citadel Suites 3B,12.0,priority,2024-04-22 22:04:43,2024-04-22 22:18:43,2024-04-22 22:21:43,2024-04-22 22:38:43,delivered,,441000.0,0
100492,13325,1569,9928,3414,promo,promo_jan_newyear,,ios,Jakarta Timur,Ruko Shopville No.34,1.6,priority,2024-05-25 22:06:17,2024-05-25 22:45:17,2024-05-25 22:51:17,2024-05-25 22:58:17,delivered,,122000.0,0
100493,13331,1294,2612,8251,organic,,,ios,Jakarta Utara,Apartemen Residenz B-12,4.2,regular,2024-06-25 11:10:48,2024-06-25 11:16:48,2024-06-25 11:20:48,,cancelled,restaurant_too_busy,168000.0,0
100494,13332,1605,6413,9595,organic,,,android,Jakarta Selatan,Skybridge Condo 2A,0.5,regular,2024-03-25 08:46:44,2024-03-25 08:59:44,2024-03-25 09:05:44,2024-03-25 09:18:44,delivered,,222000.0,0
100495,13335,1102,2654,8195,paid_search,brand_kw_feb,,ios,Jakarta Pusat,Kos Urbanest Lt.2,2.8,priority,2024-03-16 20:38:39,2024-03-16 21:00:39,2024-03-16 21:05:39,2024-03-16 21:16:39,delivered,,58000.0,0
100496,13338,1637,9830,3522,organic,,,android,Jakarta Timur,Kos Nomadik Blok A,0.5,regular,2024-03-11 09:59:33,2024-03-11 10:18:33,2024-03-11 10:23:33,2024-03-11 10:37:33,delivered,,374000.0,0
100497,13344,1202,8668,6813,referral,ref_influencer,,android,Jakarta Barat,Urbanio Flat 5C,4.6,saver,2024-05-18 11:18:57,2024-05-18 12:13:57,2024-05-18 12:18:57,2024-05-18 12:37:57,delivered,,231000.0,0
100498,13350,1128,3724,7455,referral,ref_influencer,,web,Jakarta Timur,Vivo Residences 11F,11.7,regular,2024-05-08 13:52:52,2024-05-08 14:06:52,2024-05-08 14:09:52,2024-05-08 14:30:52,delivered,,300000.0,0
100499,13355,1194,1188,8195,promo,promo_feb_valentine,LOVE20,ios,Depok,Mall Grandio Loker G1,4.9,regular,2024-02-03 18:45:45,2024-02-03 18:55:45,2024-02-03 18:59:45,2024-02-03 19:10:45,delivered,,160000.0,32000.0
100500,13361,1479,2424,6590,referral,ref_friend_program,,android,Bekasi,Marketo Hub Lt.4,2.8,regular,2024-01-04 08:27:16,2024-01-04 08:40:16,2024-01-04 08:42:16,2024-01-04 08:55:16,delivered,,122000.0,0
100501,13362,1267,6038,3471,paid_search,brand_kw_jan,,android,Jakarta Pusat,Grandioso Mall Loker,11.6,regular,2024-01-21 17:01:16,2024-01-21 17:21:16,2024-01-21 17:27:16,2024-01-21 17:40:16,delivered,,494000.0,0
100502,13364,1712,6413,5847,referral,ref_influencer,INFLUENCER15,ios,Jakarta Selatan,Grandioso Mall Loker,0.7,priority,2024-05-21 16:26:08,2024-05-21 16:48:08,2024-05-21 17:04:08,2024-05-21 17:18:08,delivered,,306000.0,46000.0
100503,13366,1712,7396,4846,organic,,,android,Jakarta Pusat,Griyand Tower 8F,0.6,priority,2024-01-17 17:08:47,2024-01-17 17:26:47,2024-01-17 17:32:47,2024-01-17 17:48:47,delivered,,330000.0,0
100504,13367,1572,2235,4114,organic,,,ios,Tangerang,Skybridge Condo 2A,10.4,saver,2024-01-19 08:50:04,2024-01-19 09:08:04,2024-01-19 09:14:04,2024-01-19 09:29:04,delivered,,170000.0,0
100505,13371,1771,6038,3471,promo,promo_jan_newyear,,android,Depok,Kos Tranquilo No.7,3.8,regular,2024-05-06 11:17:13,2024-05-06 11:34:13,2024-05-06 11:38:13,2024-05-06 11:50:13,delivered,,455000.0,0
100506,13392,1316,8744,5901,promo,promo_feb_valentine,,ios,Jakarta Selatan,Ruko Nexus No.19,4.2,priority,2024-04-04 11:05:33,2024-04-04 11:23:33,2024-04-04 11:26:33,2024-04-04 11:36:33,delivered,,271000.0,0
100507,13405,1608,4733,5573,organic,,,android,Depok,Skybridge Condo 2A,10.8,regular,2024-04-06 20:54:56,2024-04-06 21:12:56,2024-04-06 21:16:56,2024-04-06 21:27:56,delivered,,421000.0,0
100508,13412,1033,8973,3546,paid_search,competitor_kw,,ios,Jakarta Utara,Mall Grandio Loker G1,5.8,saver,2024-04-05 16:12:40,2024-04-05 16:27:40,2024-04-05 16:34:40,2024-04-05 16:55:40,delivered,,56000.0,0
100509,13430,1194,2654,1333,promo,promo_feb_valentine,,android,Depok,Urbanio Flat 5C,3.7,regular,2024-02-14 07:06:37,2024-02-14 07:14:37,2024-02-14 07:30:37,2024-02-14 07:49:37,delivered,,27000.0,0
100510,13440,1146,7570,4033,referral,ref_influencer,,android,Jakarta Pusat,Pavilion Stay B-6,10.2,regular,2024-04-28 16:54:58,2024-04-28 17:06:58,2024-04-28 17:13:58,2024-04-28 17:26:58,delivered,,318000.0,0
100511,13455,1200,5010,6529,promo,promo_jan_newyear,,android,Jakarta Barat,Vista Arcade Lt.3,5.0,regular,2024-06-22 19:55:16,2024-06-22 20:12:16,2024-06-22 20:17:16,2024-06-22 20:51:16,delivered,,219000.0,0
100512,13456,1233,7939,5956,promo,promo_jan_newyear,NEWYEAR25,android,Bekasi,Cozy Nest Kos No.3,11.4,priority,2024-03-20 16:15:55,2024-03-20 16:33:55,2024-03-20 16:38:55,2024-03-20 16:53:55,delivered,,566000.0,142000.0
100513,13460,1423,4119,1672,promo,promo_ramadan,,android,Tangerang,Marketo Hub Lt.4,7.3,priority,2024-01-20 15:33:08,2024-01-20 15:55:08,2024-01-20 16:16:08,2024-01-20 16:28:08,delivered,,373000.0,0
100514,13462,1686,7570,4613,promo,promo_jan_newyear,NEWYEAR25,android,Jakarta Timur,Plex Office Blk C,6.9,regular,2024-01-11 17:09:58,2024-01-11 17:29:58,2024-01-11 17:31:58,2024-01-11 17:53:58,delivered,,71000.0,18000.0
100515,13464,1726,3286,1320,paid_social,tiktok_mar,,ios,Depok,Blok Metropol D-08,10.9,saver,2024-03-05 08:14:53,2024-03-05 08:26:53,2024-03-05 08:31:53,2024-03-05 08:47:53,delivered,,201000.0,0
100516,13467,1249,5889,5543,organic,,,android,Jakarta Selatan,Ruko Shopville No.34,3.0,regular,2024-03-10 13:10:35,2024-03-10 13:28:35,2024-03-10 13:36:35,2024-03-10 13:46:35,delivered,,84000.0,0
100517,13476,1525,3286,3522,referral,ref_influencer,INFLUENCER15,android,Jakarta Timur,Ruko Nexus No.19,9.6,regular,2024-05-18 22:44:01,2024-05-18 22:56:01,2024-05-18 23:04:01,2024-05-18 23:23:01,delivered,,234000.0,35000.0
100518,13480,1269,2235,8564,organic,,,ios,Tangerang,Marketo Hub Lt.4,10.2,priority,2024-05-28 10:22:22,2024-05-28 10:35:22,2024-05-28 10:38:22,2024-05-28 10:49:22,delivered,,585000.0,0
100519,13481,1787,7543,1753,referral,ref_influencer,INFLUENCER15,android,Jakarta Selatan,Kos Nomadik Blok A,7.1,regular,2024-03-28 22:37:11,2024-03-28 22:51:11,2024-03-28 22:54:11,2024-03-28 23:09:11,delivered,,225000.0,34000.0
100520,13484,1686,6925,9595,promo,promo_jan_newyear,,android,Jakarta Pusat,Marketo Hub Lt.4,9.4,priority,2024-04-23 21:33:07,2024-04-23 21:52:07,2024-04-23 21:58:07,2024-04-23 22:14:07,delivered,,220000.0,0
100521,13486,1686,1964,3607,promo,promo_jan_newyear,,android,Bekasi,Vista Arcade Lt.3,1.6,saver,2024-03-27 20:31:47,2024-03-27 20:45:47,2024-03-27 20:49:47,2024-03-27 21:10:47,delivered,,136000.0,0
100522,13488,1523,1241,8253,paid_search,brand_kw_jan,,android,Tangerang,Apartemen Residenz B-12,5.4,saver,2024-04-24 07:05:17,2024-04-24 07:14:17,2024-04-24 07:16:17,2024-04-24 07:28:17,delivered,,216000.0,0
100523,13489,1362,8744,2442,promo,promo_feb_valentine,,web,Tangerang,Pavilion Stay B-6,1.4,regular,2024-02-29 23:59:26,2024-03-01 00:15:26,2024-03-01 00:20:26,2024-03-01 00:36:26,delivered,,437000.0,0
100524,13509,1570,8953,8438,promo,promo_ramadan,RAMADAN30,ios,Jakarta Timur,Mall Grandio Loker G1,6.5,regular,2024-01-25 21:34:09,2024-01-25 21:53:09,2024-01-25 22:33:09,2024-01-25 22:54:09,delivered,,141000.0,42000.0
100525,13514,1166,5374,1634,referral,ref_friend_program,,android,Tangerang,Mall Grandio Loker G1,5.4,saver,2024-02-13 20:25:14,2024-02-13 20:52:14,2024-02-13 20:57:14,2024-02-13 21:11:14,delivered,,79000.0,0
100526,13519,1450,9727,7389,organic,,,ios,Jakarta Timur,Kos Tranquilo No.7,6.7,regular,2024-06-06 10:21:23,2024-06-06 10:33:23,2024-06-06 10:40:23,2024-06-06 10:50:23,delivered,,76000.0,0
100527,13523,1035,8973,5000,paid_search,brand_kw_jan,,ios,Bekasi,Griyand Tower 8F,1.2,regular,2024-03-13 12:53:09,2024-03-13 13:07:09,2024-03-13 13:09:09,2024-03-13 13:21:09,delivered,,143000.0,0
100528,13532,1140,4598,4630,paid_search,competitor_kw,,ios,Jakarta Pusat,Skybridge Condo 2A,1.0,regular,2024-02-18 22:39:55,2024-02-18 22:52:55,2024-02-18 22:56:55,2024-02-18 23:18:55,delivered,,256000.0,0
100529,13544,1456,5333,3522,paid_social,ig_story_feb,,ios,Jakarta Barat,Mall Grandio Loker G1,2.6,regular,2024-04-14 09:43:21,2024-04-14 10:01:21,2024-04-14 10:09:21,2024-04-14 10:31:21,delivered,,99000.0,0
100530,13557,1524,7118,5033,referral,ref_friend_program,FRIENDREF,android,Jakarta Utara,Cozy Nest Kos No.3,4.5,saver,2024-01-19 07:51:07,2024-01-19 08:05:07,2024-01-19 08:11:07,2024-01-19 08:27:07,delivered,,267000.0,40000.0
100531,13560,1486,6413,5844,paid_social,ig_story_feb,,android,Jakarta Timur,Mall Grandio Loker G1,8.1,priority,2024-02-05 15:20:56,2024-02-05 15:42:56,2024-02-05 15:48:56,2024-02-05 15:56:56,delivered,,231000.0,0
100532,13565,1431,5374,7624,organic,,,android,Jakarta Pusat,Ruko Nexus No.19,4.4,regular,2024-03-05 18:27:44,2024-03-05 18:41:44,2024-03-05 18:49:44,2024-03-05 19:20:44,delivered,,375000.0,0
100533,13569,1083,1964,7658,organic,,,ios,Tangerang,Ruko Shopville No.34,10.2,priority,2024-01-23 07:13:23,2024-01-23 07:23:23,2024-01-23 07:26:23,2024-01-23 07:40:23,delivered,,140000.0,0
100534,13571,1342,6155,6188,paid_search,competitor_kw,,android,Jakarta Utara,Plex Office Blk C,11.0,saver,2024-06-03 11:15:53,2024-06-03 11:46:53,2024-06-03 11:54:53,2024-06-03 12:23:53,delivered,,386000.0,0
100535,13579,1486,7118,9595,organic,,,android,Bekasi,Griyand Tower 8F,2.2,regular,2024-04-08 14:51:14,2024-04-08 15:06:14,2024-04-08 15:10:14,2024-04-08 15:32:14,delivered,,257000.0,0
