item_id,order_id,item_name,cuisine_type,unit_price,quantity
1199,100483,BBQ Ribs,Western,46000.0,1
1200,100484,Boba Tea,Dessert & Drinks,49000.0,1
1201,100485,Tandoori Chicken,Indian,59000.0,3
1202,100486,Mie Goreng,Indonesian,67000.0,2
1203,100486,Nasi Padang,Indonesian,67000.0,2
1204,100486,Soto Ayam,Indonesian,26000.0,1
1205,100487,Onigiri,Japanese,44000.0,2
1206,100488,Onigiri,Japanese,81000.0,2
1207,100488,Tempura,Japanese,25000.0,2
1208,100488,Udon,Japanese,49000.0,1
1209,100488,Gyudon,Japanese,30000.0,3
1210,100489,Club Sandwich,Western,81000.0,2
1211,100489,Steak,Western,77000.0,2
1212,100490,Waffle,Dessert & Drinks,71000.0,3
1213,100490,Milkshake,Dessert & Drinks,29000.0,2
1214,100491,Korean BBQ,Korean,51000.0,3
1215,100491,Japchae,Korean,63000.0,1
1216,100491,Bibimbap,Korean,75000.0,3
1217,100492,Japchae,Korean,61000.0,2
1218,100493,Bakso,Indonesian,29000.0,2
1219,100493,Mie Goreng,Indonesian,55000.0,2
1220,100494,Fried Rice,Chinese,74000.0,3
1221,100495,Korean BBQ,Korean,29000.0,2
1222,100496,Kebab,Middle Eastern,49000.0,1
1223,100496,Shawarma,Middle Eastern,55000.0,1
1224,100496,Manakish,Middle Eastern,62000.0,3
1225,100496,Mezze Platter,Middle Eastern,42000.0,2
1226,100497,Pasta,Western,57000.0,1
1227,100497,BBQ Ribs,Western,36000.0,2
1228,100497,Fish & Chips,Western,51000.0,2
1229,100498,Palak Paneer,Indian,28000.0,3
1230,100498,Butter Chicken,Indian,41000.0,2
1231,100498,Samosa,Indian,17000.0,2
1232,100498,Dal Tadka,Indian,50000.0,2
1233,100499,Spring Roll,Chinese,80000.0,2
1234,100500,Fish & Chips,Western,47000.0,1
1235,100500,Pasta,Western,25000.0,3
1236,100501,Fish & Chips,Western,59000.0,3
1237,100501,BBQ Ribs,Western,46000.0,2
1238,100501,Grilled Chicken,Western,75000.0,3
1239,100502,Spring Roll,Chinese,85000.0,3
1240,100502,Dumplings,Chinese,51000.0,1
1241,100503,Nasi Padang,Indonesian,32000.0,2
1242,100503,Soto Ayam,Indonesian,27000.0,2
1243,100503,Rendang,Indonesian,50000.0,1
1244,100503,Nasi Goreng,Indonesian,81000.0,2
1245,100504,Peking Duck,Chinese,23000.0,2
1246,100504,Chop Suey,Chinese,62000.0,2
1247,100505,Fish & Chips,Western,84000.0,1
1248,100505,Club Sandwich,Western,59000.0,1
1249,100505,BBQ Ribs,Western,73000.0,3
1250,100505,Caesar Salad,Western,31000.0,3
1251,100506,Hummus Plate,Middle Eastern,85000.0,2
1252,100506,Falafel,Middle Eastern,33000.0,1
1253,100506,Mezze Platter,Middle Eastern,68000.0,1
1254,100507,Dim Sum,Chinese,75000.0,2
1255,100507,Dumplings,Chinese,27000.0,1
1256,100507,Fried Rice,Chinese,70000.0,3
1257,100507,Chop Suey,Chinese,17000.0,2
1258,100508,Grilled Chicken,Western,56000.0,1
1259,100509,Korean BBQ,Korean,27000.0,1
1260,100510,Boba Tea,Dessert & Drinks,82000.0,3
1261,100510,Matcha Latte,Dessert & Drinks,72000.0,1
1262,100511,Churros,Dessert & Drinks,73000.0,3
1263,100512,Churros,Dessert & Drinks,30000.0,2
1264,100512,Cheesecake,Dessert & Drinks,85000.0,3
1265,100512,Matcha Latte,Dessert & Drinks,29000.0,1
1266,100512,Boba Tea,Dessert & Drinks,74000.0,3
1267,100513,Biryani,Indian,71000.0,2
1268,100513,Dal Tadka,Indian,20000.0,3
1269,100513,Butter Chicken,Indian,57000.0,3
1270,100514,Milkshake,Dessert & Drinks,71000.0,1
1271,100515,Ramen,Japanese,67000.0,3
1272,100516,Churros,Dessert & Drinks,28000.0,3
1273,100517,Gyudon,Japanese,47000.0,2
1274,100517,Tempura,Japanese,70000.0,2
1275,100518,Noodle Soup,Chinese,62000.0,3
1276,100518,Fried Rice,Chinese,83000.0,2
1277,100518,Dim Sum,Chinese,65000.0,3
1278,100518,Dumplings,Chinese,38000.0,1
1279,100519,Samosa,Indian,53000.0,1
1280,100519,Palak Paneer,Indian,20000.0,2
1281,100519,Tandoori Chicken,Indian,44000.0,3
1282,100520,Burger,Western,60000.0,2
1283,100520,BBQ Ribs,Western,62000.0,1
1284,100520,Pasta,Western,38000.0,1
1285,100521,Club Sandwich,Western,69000.0,1
1286,100521,Caesar Salad,Western,17000.0,1
1287,100521,BBQ Ribs,Western,25000.0,2
1288,100522,Manakish,Middle Eastern,44000.0,3
1289,100522,Kebab,Middle Eastern,19000.0,2
1290,100522,Lamb Chops,Middle Eastern,46000.0,1
1291,100523,Falafel,Middle Eastern,70000.0,3
1292,100523,Hummus Plate,Middle Eastern,59000.0,3
1293,100523,Mezze Platter,Middle Eastern,25000.0,2
1294,100524,Bibimbap,Korean,47000.0,3
1295,100525,Naan,Indian,79000.0,1
1296,100526,Korean BBQ,Korean,38000.0,2
1297,100527,Club Sandwich,Western,38000.0,2
1298,100527,Fish & Chips,Western,67000.0,1
1299,100528,Bakso,Indonesian,36000.0,3
1300,100528,Nasi Padang,Indonesian,74000.0,2
1301,100529,Nasi Padang,Indonesian,33000.0,3
1302,100530,Boba Tea,Dessert & Drinks,47000.0,1
1303,100530,Matcha Latte,Dessert & Drinks,17000.0,2
1304,100530,Cheesecake,Dessert & Drinks,62000.0,3
1305,100531,Spring Roll,Chinese,77000.0,3
1306,100532,Naan,Indian,66000.0,3
1307,100532,Tandoori Chicken,Indian,33000.0,3
1308,100532,Butter Chicken,Indian,78000.0,1
1309,100533,BBQ Ribs,Western,70000.0,2
1310,100534,Dumplings,Chinese,54000.0,1
1311,100534,Dim Sum,Chinese,60000.0,3
1312,100534,Wonton Soup,Chinese,31000.0,3
1313,100534,Fried Rice,Chinese,59000.0,1
1314,100535,Waffle,Dessert & Drinks,62000.0,1
1315,100535,Ice Cream,Dessert & Drinks,52000.0,2
1316,100535,Matcha Latte,Dessert & Drinks,30000.0,1
1317,100535,Churros,Dessert & Drinks,61000.0,1
1318,100536,Caesar Salad,Western,23000.0,2
1319,100536,Steak,Western,22000.0,3
1320,100536,Fish & Chips,Western,61000.0,2
1321,100536,Club Sandwich,Western,64000.0,3
1322,100537,Bibimbap,Korean,79000.0,1
1323,100537,Bulgogi,Korean,77000.0,2
1324,100537,Kimbap,Korean,32000.0,1
1325,100537,Sundubu Jjigae,Korean,37000.0,3
1326,100538,BBQ Ribs,Western,79000.0,2
1327,100538,Steak,Western,49000.0,1
1328,100539,Kebab,Middle Eastern,65000.0,3
1329,100539,Hummus Plate,Middle Eastern,61000.0,1
1330,100539,Fattoush,Middle Eastern,21000.0,2
1331,100540,Korean BBQ,Korean,33000.0,2
1332,100540,Bulgogi,Korean,72000.0,2
1333,100541,Spring Roll,Chinese,49000.0,3
1334,100541,Fried Rice,Chinese,77000.0,2
1335,100541,Dumplings,Chinese,45000.0,1
1336,100542,Chop Suey,Chinese,78000.0,3
1337,100543,Steak,Western,81000.0,1
1338,100544,Fattoush,Middle Eastern,46000.0,2
1339,100544,Hummus Plate,Middle Eastern,20000.0,1
1340,100544,Lamb Chops,Middle Eastern,80000.0,1
1341,100545,Noodle Soup,Chinese,29000.0,3
1342,100545,Chop Suey,Chinese,55000.0,2
1343,100545,Spring Roll,Chinese,23000.0,1
1344,100546,Waffle,Dessert & Drinks,20000.0,2
1345,100547,Crepes,Dessert & Drinks,34000.0,2
1346,100547,Cheesecake,Dessert & Drinks,75000.0,3
1347,100547,Boba Tea,Dessert & Drinks,47000.0,3
1348,100547,Matcha Latte,Dessert & Drinks,79000.0,1
1349,100548,Gyudon,Japanese,26000.0,1
1350,100548,Sushi Set,Japanese,65000.0,1
1351,100548,Takoyaki,Japanese,83000.0,1
1352,100548,Udon,Japanese,54000.0,2
1353,100549,Milkshake,Dessert & Drinks,83000.0,3
1354,100549,Churros,Dessert & Drinks,41000.0,3
1355,100549,Boba Tea,Dessert & Drinks,47000.0,1
1356,100549,Waffle,Dessert & Drinks,83000.0,2
1357,100550,Fattoush,Middle Eastern,22000.0,2
1358,100550,Shawarma,Middle Eastern,16000.0,1
1359,100550,Falafel,Middle Eastern,29000.0,1
1360,100551,Tempura,Japanese,23000.0,1
1361,100551,Katsu Curry,Japanese,71000.0,2
1362,100552,Kebab,Middle Eastern,38000.0,2
1363,100552,Falafel,Middle Eastern,23000.0,3
1364,100552,Manakish,Middle Eastern,68000.0,1
1365,100552,Mezze Platter,Middle Eastern,24000.0,3
1366,100553,Ramen,Japanese,38000.0,2
1367,100553,Udon,Japanese,61000.0,1
1368,100554,Gado-Gado,Indonesian,31000.0,2
1369,100554,Nasi Goreng,Indonesian,79000.0,2
1370,100555,Tteokbokki,Korean,74000.0,2
1371,100555,Kimchi Jjigae,Korean,32000.0,1
1372,100555,Korean BBQ,Korean,52000.0,1
1373,100556,Biryani,Indian,28000.0,1
1374,100557,Spring Roll,Chinese,61000.0,2
1375,100557,Dumplings,Chinese,46000.0,2
1376,100558,Club Sandwich,Western,38000.0,3
1377,100558,Pasta,Western,64000.0,2
1378,100558,Steak,Western,24000.0,1
1379,100559,Manakish,Middle Eastern,38000.0,3
1380,100560,Noodle Soup,Chinese,25000.0,1
1381,100560,Chop Suey,Chinese,20000.0,1
1382,100560,Dim Sum,Chinese,73000.0,1
1383,100561,Udon,Japanese,27000.0,3
1384,100562,Sushi Set,Japanese,53000.0,2
1385,100563,Fattoush,Middle Eastern,57000.0,3
1386,100563,Falafel,Middle Eastern,56000.0,2
1387,100563,Shawarma,Middle Eastern,58000.0,2
1388,100563,Mezze Platter,Middle Eastern,54000.0,2
1389,100564,Fried Rice,Chinese,38000.0,3
1390,100564,Dim Sum,Chinese,48000.0,3
1391,100564,Dumplings,Chinese,51000.0,1
1392,100565,Fish & Chips,Western,51000.0,3
1393,100565,Grilled Chicken,Western,25000.0,2
1394,100565,Burger,Western,31000.0,3
1395,100565,BBQ Ribs,Western,17000.0,3
1396,100566,Burger,Western,47000.0,3
1397,100566,Caesar Salad,Western,54000.0,1
1398,100566,Club Sandwich,Western,37000.0,2
1399,100566,Pasta,Western,43000.0,2
1400,100567,Kimchi Jjigae,Korean,84000.0,2
1401,100568,Onigiri,Japanese,78000.0,3
1402,100568,Sushi Set,Japanese,66000.0,2
1403,100569,Burger,Western,42000.0,1
1404,100569,Pasta,Western,44000.0,3
1405,100569,Steak,Western,21000.0,1
1406,100569,Caesar Salad,Western,29000.0,3
1407,100570,Hummus Plate,Middle Eastern,25000.0,2
1408,100570,Kebab,Middle Eastern,56000.0,1
1409,100571,Lamb Chops,Middle Eastern,70000.0,3
1410,100571,Hummus Plate,Middle Eastern,26000.0,2
1411,100571,Shawarma,Middle Eastern,63000.0,3
1412,100572,Sundubu Jjigae,Korean,19000.0,3
1413,100572,Kimchi Jjigae,Korean,30000.0,2
1414,100572,Kimbap,Korean,36000.0,3
1415,100572,Japchae,Korean,22000.0,1
1416,100573,Katsu Curry,Japanese,23000.0,2
1417,100574,Churros,Dessert & Drinks,28000.0,3
1418,100575,Mie Goreng,Indonesian,79000.0,1
1419,100576,Onigiri,Japanese,71000.0,3
1420,100576,Takoyaki,Japanese,76000.0,3
1421,100576,Sushi Set,Japanese,70000.0,2
1422,100577,Gado-Gado,Indonesian,43000.0,2
1423,100577,Rendang,Indonesian,48000.0,1
1424,100578,Fish & Chips,Western,52000.0,2
1425,100578,Burger,Western,62000.0,1
1426,100578,BBQ Ribs,Western,31000.0,3
1427,100578,Club Sandwich,Western,58000.0,1
1428,100579,Bulgogi,Korean,46000.0,1
1429,100579,Kimbap,Korean,71000.0,3
1430,100579,Tteokbokki,Korean,71000.0,3
1431,100580,Crepes,Dessert & Drinks,68000.0,2
1432,100580,Boba Tea,Dessert & Drinks,79000.0,2
1433,100580,Churros,Dessert & Drinks,82000.0,2
1434,100580,Milkshake,Dessert & Drinks,18000.0,2
1435,100581,Spring Roll,Chinese,34000.0,3
1436,100581,Fried Rice,Chinese,60000.0,2
1437,100581,Noodle Soup,Chinese,81000.0,3
1438,100582,Grilled Chicken,Western,22000.0,3
1439,100582,Fish & Chips,Western,66000.0,3
1440,100583,Ayam Geprek,Indonesian,72000.0,2
1441,100584,Biryani,Indian,22000.0,1
1442,100584,Dal Tadka,Indian,39000.0,3
1443,100584,Naan,Indian,75000.0,2
1444,100584,Samosa,Indian,29000.0,2
1445,100585,Tteokbokki,Korean,29000.0,2
1446,100586,Grilled Chicken,Western,49000.0,2
1447,100587,Steak,Western,57000.0,2
1448,100587,Grilled Chicken,Western,57000.0,2
1449,100587,BBQ Ribs,Western,47000.0,1
1450,100588,Hummus Plate,Middle Eastern,58000.0,2
1451,100588,Falafel,Middle Eastern,41000.0,1
1452,100589,Sushi Set,Japanese,68000.0,3
1453,100589,Gyudon,Japanese,45000.0,1
1454,100590,Churros,Dessert & Drinks,73000.0,2
1455,100590,Matcha Latte,Dessert & Drinks,64000.0,3
1456,100590,Milkshake,Dessert & Drinks,33000.0,3
1457,100590,Boba Tea,Dessert & Drinks,78000.0,2
1458,100591,Steak,Western,47000.0,1
1459,100591,Caesar Salad,Western,58000.0,1
1460,100592,Dim Sum,Chinese,83000.0,3
1461,100593,Chop Suey,Chinese,71000.0,3
1462,100593,Spring Roll,Chinese,85000.0,3
1463,100593,Noodle Soup,Chinese,83000.0,2
1464,100593,Wonton Soup,Chinese,72000.0,1
1465,100594,Nasi Padang,Indonesian,84000.0,2
1466,100594,Ayam Geprek,Indonesian,18000.0,2
1467,100595,Lamb Chops,Middle Eastern,79000.0,3
1468,100595,Kebab,Middle Eastern,48000.0,3
1469,100595,Fattoush,Middle Eastern,75000.0,1
1470,100595,Manakish,Middle Eastern,59000.0,3
1471,100596,Gado-Gado,Indonesian,28000.0,3
1472,100597,Dim Sum,Chinese,47000.0,3
1473,100598,Burger,Western,53000.0,1
1474,100598,Steak,Western,35000.0,2
1475,100598,Pasta,Western,17000.0,3
1476,100598,Club Sandwich,Western,39000.0,1
1477,100599,Falafel,Middle Eastern,72000.0,2
1478,100599,Mezze Platter,Middle Eastern,23000.0,2
1479,100599,Hummus Plate,Middle Eastern,66000.0,3
1480,100599,Kebab,Middle Eastern,38000.0,2
1481,100600,Fried Rice,Chinese,70000.0,1
1482,100601,Burger,Western,80000.0,1
1483,100601,Fish & Chips,Western,32000.0,1
1484,100601,Pasta,Western,77000.0,1
1485,100602,Steak,Western,80000.0,3
1486,100602,Grilled Chicken,Western,66000.0,1
1487,100602,Pasta,Western,68000.0,2
1488,100603,Spring Roll,Chinese,59000.0,1
1489,100603,Wonton Soup,Chinese,63000.0,2
1490,100604,Dim Sum,Chinese,28000.0,2
1491,100605,Hummus Plate,Middle Eastern,22000.0,1
1492,100605,Lamb Chops,Middle Eastern,63000.0,1
1493,100606,Spring Roll,Chinese,40000.0,3
1494,100606,Dim Sum,Chinese,20000.0,3
1495,100607,Tempura,Japanese,74000.0,2
1496,100608,Kimbap,Korean,24000.0,3
1497,100609,Nasi Padang,Indonesian,57000.0,1
1498,100609,Mie Goreng,Indonesian,18000.0,3
1499,100609,Ayam Geprek,Indonesian,55000.0,2
1500,100610,Bibimbap,Korean,71000.0,1
1501,100610,Bulgogi,Korean,31000.0,3
1502,100610,Kimbap,Korean,50000.0,3
1503,100611,Nasi Padang,Indonesian,25000.0,2
1504,100611,Rendang,Indonesian,40000.0,3
1505,100611,Bakso,Indonesian,17000.0,1
1506,100612,Mie Goreng,Indonesian,49000.0,3
1507,100612,Gado-Gado,Indonesian,63000.0,2
1508,100613,Kimchi Jjigae,Korean,59000.0,3
1509,100613,Japchae,Korean,63000.0,2
1510,100614,Crepes,Dessert & Drinks,20000.0,3
1511,100614,Boba Tea,Dessert & Drinks,24000.0,1
1512,100614,Matcha Latte,Dessert & Drinks,36000.0,3
1513,100615,Peking Duck,Chinese,59000.0,2
1514,100616,Tandoori Chicken,Indian,17000.0,1
1515,100617,Katsu Curry,Japanese,82000.0,1
1516,100618,Bibimbap,Korean,80000.0,3
1517,100618,Kimbap,Korean,57000.0,1
1518,100619,Biryani,Indian,19000.0,1
1519,100619,Samosa,Indian,76000.0,3
1520,100620,Dal Tadka,Indian,37000.0,3
1521,100620,Palak Paneer,Indian,16000.0,1
1522,100621,Mie Goreng,Indonesian,73000.0,2
1523,100622,Caesar Salad,Western,41000.0,2
1524,100623,Dim Sum,Chinese,41000.0,2
1525,100623,Peking Duck,Chinese,29000.0,1
1526,100623,Wonton Soup,Chinese,70000.0,1
1527,100623,Fried Rice,Chinese,63000.0,1
1528,100624,BBQ Ribs,Western,44000.0,3
1529,100624,Club Sandwich,Western,54000.0,3
1530,100624,Steak,Western,67000.0,1
1531,100624,Burger,Western,39000.0,1
1532,100625,Mie Goreng,Indonesian,83000.0,3
1533,100625,Nasi Goreng,Indonesian,26000.0,1
1534,100625,Gado-Gado,Indonesian,55000.0,3
1535,100626,Udon,Japanese,40000.0,3
1536,100627,Crepes,Dessert & Drinks,73000.0,3
1537,100628,Kimchi Jjigae,Korean,33000.0,2
1538,100628,Kimbap,Korean,60000.0,3
1539,100628,Tteokbokki,Korean,46000.0,1
1540,100628,Korean BBQ,Korean,35000.0,2
1541,100629,Dim Sum,Chinese,18000.0,3
1542,100630,Noodle Soup,Chinese,70000.0,3
1543,100630,Spring Roll,Chinese,26000.0,1
1544,100630,Chop Suey,Chinese,56000.0,1
1545,100630,Peking Duck,Chinese,65000.0,3
1546,100631,Rendang,Indonesian,71000.0,2
1547,100632,Spring Roll,Chinese,84000.0,2
1548,100632,Dim Sum,Chinese,17000.0,2
1549,100632,Chop Suey,Chinese,54000.0,1
1550,100632,Dumplings,Chinese,59000.0,1
1551,100633,Ayam Geprek,Indonesian,19000.0,1
1552,100633,Mie Goreng,Indonesian,17000.0,1
1553,100633,Gado-Gado,Indonesian,42000.0,2
1554,100633,Bakso,Indonesian,21000.0,2
1555,100634,Boba Tea,Dessert & Drinks,62000.0,3
1556,100634,Churros,Dessert & Drinks,73000.0,3
1557,100634,Ice Cream,Dessert & Drinks,54000.0,1
1558,100634,Matcha Latte,Dessert & Drinks,80000.0,3
1559,100635,Gado-Gado,Indonesian,84000.0,3
1560,100635,Nasi Goreng,Indonesian,73000.0,3
1561,100636,Noodle Soup,Chinese,63000.0,2
1562,100637,Mezze Platter,Middle Eastern,18000.0,2
1563,100638,Noodle Soup,Chinese,45000.0,1
1564,100638,Dim Sum,Chinese,57000.0,1
1565,100639,Rendang,Indonesian,48000.0,1
1566,100640,Ice Cream,Dessert & Drinks,83000.0,3
1567,100640,Crepes,Dessert & Drinks,24000.0,2
1568,100641,Naan,Indian,17000.0,1
1569,100641,Biryani,Indian,41000.0,2
1570,100641,Samosa,Indian,63000.0,2
1571,100641,Butter Chicken,Indian,16000.0,1
1572,100642,Steak,Western,70000.0,3
1573,100642,Grilled Chicken,Western,17000.0,3
1574,100642,Burger,Western,47000.0,2
1575,100643,Boba Tea,Dessert & Drinks,39000.0,1
1576,100643,Matcha Latte,Dessert & Drinks,38000.0,2
1577,100643,Churros,Dessert & Drinks,37000.0,1
1578,100644,Chop Suey,Chinese,71000.0,1
1579,100644,Wonton Soup,Chinese,65000.0,1
1580,100644,Peking Duck,Chinese,72000.0,3
1581,100645,Tandoori Chicken,Indian,69000.0,3
1582,100645,Palak Paneer,Indian,80000.0,1
1583,100646,Ayam Geprek,Indonesian,23000.0,3
1584,100647,Spring Roll,Chinese,41000.0,2
1585,100647,Peking Duck,Chinese,57000.0,2
1586,100648,Soto Ayam,Indonesian,52000.0,2
1587,100648,Mie Goreng,Indonesian,70000.0,2
1588,100648,Nasi Goreng,Indonesian,23000.0,2
1589,100648,Gado-Gado,Indonesian,83000.0,1
1590,100649,Boba Tea,Dessert & Drinks,52000.0,2
1591,100650,Crepes,Dessert & Drinks,19000.0,2
1592,100650,Waffle,Dessert & Drinks,72000.0,1
1593,100650,Boba Tea,Dessert & Drinks,80000.0,2
1594,100651,Nasi Goreng,Indonesian,44000.0,1
1595,100651,Ayam Geprek,Indonesian,21000.0,3
1596,100652,Lamb Chops,Middle Eastern,52000.0,3
1597,100652,Shawarma,Middle Eastern,74000.0,1
1598,100652,Falafel,Middle Eastern,71000.0,2
1599,100652,Hummus Plate,Middle Eastern,49000.0,2
1600,100653,Waffle,Dessert & Drinks,29000.0,1
1601,100654,Udon,Japanese,77000.0,1
1602,100654,Onigiri,Japanese,79000.0,3
1603,100655,Falafel,Middle Eastern,22000.0,1
1604,100655,Hummus Plate,Middle Eastern,33000.0,3
1605,100655,Lamb Chops,Middle Eastern,77000.0,2
1606,100656,Takoyaki,Japanese,25000.0,1
1607,100656,Onigiri,Japanese,58000.0,1
1608,100656,Udon,Japanese,26000.0,3
1609,100656,Katsu Curry,Japanese,70000.0,1
1610,100657,Takoyaki,Japanese,78000.0,1
1611,100657,Katsu Curry,Japanese,81000.0,3
1612,100657,Ramen,Japanese,21000.0,3
1613,100657,Sushi Set,Japanese,51000.0,3
1614,100658,Onigiri,Japanese,61000.0,2
1615,100658,Gyudon,Japanese,60000.0,2
1616,100659,Mezze Platter,Middle Eastern,73000.0,1
1617,100660,Palak Paneer,Indian,20000.0,1
1618,100660,Butter Chicken,Indian,36000.0,3
1619,100660,Dal Tadka,Indian,31000.0,1
1620,100661,Nasi Goreng,Indonesian,23000.0,2
1621,100661,Soto Ayam,Indonesian,78000.0,3
1622,100661,Bakso,Indonesian,70000.0,1
1623,100661,Ayam Geprek,Indonesian,18000.0,1
1624,100662,Crepes,Dessert & Drinks,39000.0,1
1625,100662,Boba Tea,Dessert & Drinks,39000.0,3
1626,100662,Ice Cream,Dessert & Drinks,30000.0,1
1627,100663,Takoyaki,Japanese,56000.0,2
1628,100664,Ayam Geprek,Indonesian,75000.0,2
1629,100664,Soto Ayam,Indonesian,23000.0,2
1630,100664,Gado-Gado,Indonesian,36000.0,3
1631,100665,Japchae,Korean,80000.0,1
1632,100665,Bulgogi,Korean,62000.0,2
1633,100665,Kimbap,Korean,72000.0,2
1634,100666,Shawarma,Middle Eastern,43000.0,2
1635,100667,Peking Duck,Chinese,22000.0,1
1636,100667,Noodle Soup,Chinese,21000.0,2
1637,100667,Fried Rice,Chinese,73000.0,3
1638,100667,Spring Roll,Chinese,44000.0,1
1639,100668,Ayam Geprek,Indonesian,17000.0,3
1640,100668,Rendang,Indonesian,28000.0,3
1641,100668,Mie Goreng,Indonesian,72000.0,1
1642,100669,Noodle Soup,Chinese,52000.0,3
1643,100669,Peking Duck,Chinese,53000.0,2
1644,100669,Dumplings,Chinese,23000.0,3
1645,100669,Dim Sum,Chinese,25000.0,3
1646,100670,Club Sandwich,Western,74000.0,1
1647,100670,Steak,Western,39000.0,3
1648,100671,Wonton Soup,Chinese,19000.0,3
1649,100671,Dim Sum,Chinese,51000.0,3
1650,100671,Peking Duck,Chinese,54000.0,1
1651,100672,Nasi Goreng,Indonesian,65000.0,3
1652,100672,Nasi Padang,Indonesian,41000.0,2
1653,100672,Ayam Geprek,Indonesian,65000.0,3
1654,100672,Mie Goreng,Indonesian,62000.0,2
1655,100673,Dumplings,Chinese,30000.0,1
1656,100673,Fried Rice,Chinese,67000.0,3
1657,100673,Wonton Soup,Chinese,23000.0,1
1658,100674,Rendang,Indonesian,82000.0,2
1659,100674,Mie Goreng,Indonesian,34000.0,3
1660,100674,Nasi Goreng,Indonesian,27000.0,1
1661,100674,Nasi Padang,Indonesian,28000.0,1
1662,100675,Sundubu Jjigae,Korean,33000.0,1
1663,100675,Kimbap,Korean,32000.0,3
1664,100675,Kimchi Jjigae,Korean,59000.0,1
1665,100675,Bulgogi,Korean,83000.0,2
1666,100676,Japchae,Korean,84000.0,3
1667,100676,Tteokbokki,Korean,25000.0,3
1668,100677,Waffle,Dessert & Drinks,62000.0,1
1669,100677,Matcha Latte,Dessert & Drinks,74000.0,1
1670,100677,Milkshake,Dessert & Drinks,34000.0,3
1671,100678,Biryani,Indian,45000.0,3
1672,100678,Masala Chai,Indian,26000.0,3
1673,100679,Naan,Indian,41000.0,2
1674,100679,Masala Chai,Indian,16000.0,3
1675,100679,Biryani,Indian,72000.0,1
1676,100679,Palak Paneer,Indian,39000.0,2
1677,100680,Kimbap,Korean,60000.0,1
1678,100680,Kimchi Jjigae,Korean,67000.0,3
1679,100680,Tteokbokki,Korean,77000.0,2
1680,100680,Bulgogi,Korean,64000.0,1
1681,100681,Mie Goreng,Indonesian,67000.0,2
1682,100681,Soto Ayam,Indonesian,59000.0,1
1683,100682,Bulgogi,Korean,42000.0,1
1684,100682,Korean BBQ,Korean,21000.0,1
1685,100683,Matcha Latte,Dessert & Drinks,64000.0,3
1686,100683,Milkshake,Dessert & Drinks,85000.0,2
1687,100684,Crepes,Dessert & Drinks,78000.0,3
1688,100685,Japchae,Korean,45000.0,3
1689,100685,Tteokbokki,Korean,26000.0,1
1690,100685,Bibimbap,Korean,65000.0,2
1691,100686,Nasi Padang,Indonesian,61000.0,1
1692,100687,Wonton Soup,Chinese,80000.0,2
1693,100687,Noodle Soup,Chinese,42000.0,2
1694,100687,Chop Suey,Chinese,25000.0,1
1695,100688,Tempura,Japanese,73000.0,1
1696,100689,Peking Duck,Chinese,17000.0,2
1697,100689,Spring Roll,Chinese,70000.0,3
1698,100689,Chop Suey,Chinese,80000.0,2
1699,100689,Wonton Soup,Chinese,71000.0,3
1700,100690,Mie Goreng,Indonesian,81000.0,3
1701,100690,Nasi Goreng,Indonesian,46000.0,2
1702,100690,Soto Ayam,Indonesian,30000.0,2
1703,100691,Spring Roll,Chinese,75000.0,1
1704,100691,Dim Sum,Chinese,45000.0,2
1705,100691,Dumplings,Chinese,59000.0,2
1706,100692,Sushi Set,Japanese,71000.0,3
1707,100692,Udon,Japanese,31000.0,2
1708,100693,Waffle,Dessert & Drinks,44000.0,2
1709,100693,Milkshake,Dessert & Drinks,44000.0,2
1710,100693,Boba Tea,Dessert & Drinks,57000.0,2
1711,100693,Cheesecake,Dessert & Drinks,24000.0,1
1712,100694,Ice Cream,Dessert & Drinks,29000.0,1
1713,100694,Boba Tea,Dessert & Drinks,45000.0,3
1714,100694,Matcha Latte,Dessert & Drinks,80000.0,1
1715,100694,Cheesecake,Dessert & Drinks,58000.0,3
1716,100695,Grilled Chicken,Western,67000.0,1
1717,100695,Caesar Salad,Western,57000.0,1
1718,100695,Fish & Chips,Western,65000.0,1
1719,100696,Shawarma,Middle Eastern,55000.0,2
1720,100697,Takoyaki,Japanese,75000.0,3
1721,100697,Gyudon,Japanese,29000.0,3
1722,100697,Tempura,Japanese,18000.0,2
1723,100698,Tempura,Japanese,41000.0,3
1724,100699,Burger,Western,69000.0,2
1725,100699,Pasta,Western,49000.0,2
1726,100700,Milkshake,Dessert & Drinks,47000.0,3
1727,100700,Boba Tea,Dessert & Drinks,26000.0,2
1728,100701,Fried Rice,Chinese,23000.0,3
1729,100701,Spring Roll,Chinese,15000.0,2
1730,100702,Churros,Dessert & Drinks,76000.0,3
1731,100703,Dal Tadka,Indian,73000.0,3
1732,100703,Palak Paneer,Indian,45000.0,2
1733,100704,Shawarma,Middle Eastern,74000.0,3
1734,100704,Lamb Chops,Middle Eastern,21000.0,3
1735,100705,Bulgogi,Korean,83000.0,3
1736,100705,Japchae,Korean,74000.0,2
1737,100705,Sundubu Jjigae,Korean,83000.0,2
1738,100705,Tteokbokki,Korean,53000.0,3
1739,100706,BBQ Ribs,Western,79000.0,3
1740,100706,Grilled Chicken,Western,50000.0,1
1741,100706,Caesar Salad,Western,67000.0,3
1742,100707,Waffle,Dessert & Drinks,61000.0,3
1743,100707,Churros,Dessert & Drinks,65000.0,1
1744,100707,Crepes,Dessert & Drinks,71000.0,2
