session_id,user_id,channel,campaign,device,city,session_start_at
10903,1579,referral,ref_influencer,ios,Jakarta Selatan,2024-01-28 18:27:00
10904,1722,organic,,ios,Tangerang,2024-01-22 20:42:00
10905,1449,promo,promo_ramadan,ios,Depok,2024-02-13 18:52:00
10906,1598,referral,ref_friend_program,android,Jakarta Pusat,2024-04-28 09:52:00
10907,1542,promo,promo_feb_valentine,android,Tangerang,2024-03-17 15:59:00
10908,1401,referral,ref_friend_program,android,Jakarta Barat,2024-05-13 10:05:00
10909,1592,organic,,ios,Jakarta Pusat,2024-03-03 22:53:00
10910,1633,paid_search,brand_kw_jan,ios,Jakarta Selatan,2024-06-17 12:53:00
10911,1600,paid_search,brand_kw_jan,ios,Bekasi,2024-02-23 14:52:00
10912,1690,paid_search,competitor_kw,android,Tangerang,2024-04-11 07:47:00
10913,1776,organic,,web,Depok,2024-04-12 11:58:00
10914,1248,paid_search,competitor_kw,android,Jakarta Timur,2024-06-07 08:45:00
10915,1253,promo,promo_feb_valentine,android,Jakarta Utara,2024-01-23 17:55:00
10916,1272,paid_social,ig_reel_jan,android,Jakarta Utara,2024-01-11 18:07:00
10917,1499,organic,,web,Jakarta Selatan,2024-04-17 13:27:00
10918,1774,organic,,ios,Depok,2024-05-28 14:37:00
10919,1267,paid_social,tiktok_mar,ios,Bekasi,2024-06-26 07:36:00
10920,1773,promo,promo_ramadan,android,Jakarta Utara,2024-03-30 10:54:00
10921,1273,referral,ref_influencer,android,Depok,2024-02-20 07:41:00
10922,1278,promo,promo_jan_newyear,ios,Bekasi,2024-01-09 13:19:00
10923,1454,referral,ref_friend_program,android,Jakarta Timur,2024-06-15 18:32:00
10924,1653,paid_social,ig_reel_jan,web,Tangerang,2024-04-17 07:11:00
10925,1239,promo,promo_jan_newyear,ios,Jakarta Barat,2024-01-22 08:46:00
10926,1246,organic,,android,Tangerang,2024-05-21 09:03:00
10927,1477,organic,,android,Jakarta Utara,2024-01-08 22:09:00
10928,1081,promo,promo_ramadan,android,Jakarta Barat,2024-05-06 16:50:00
10929,1557,referral,ref_friend_program,ios,Jakarta Timur,2024-05-29 07:00:00
10930,1314,referral,ref_friend_program,android,Jakarta Selatan,2024-03-03 20:03:00
10931,1354,paid_search,competitor_kw,android,Jakarta Barat,2024-06-26 18:37:00
10932,1414,organic,,android,Jakarta Utara,2024-05-26 23:59:00
10933,1334,promo,promo_feb_valentine,ios,Jakarta Barat,2024-02-28 15:34:00
10934,1214,organic,,android,Tangerang,2024-02-25 07:03:00
10935,1004,promo,promo_feb_valentine,android,Jakarta Pusat,2024-05-12 23:36:00
10936,1555,referral,ref_influencer,ios,Jakarta Selatan,2024-03-27 16:34:00
10937,1042,promo,promo_ramadan,android,Jakarta Utara,2024-01-13 07:58:00
10938,1734,promo,promo_feb_valentine,ios,Bekasi,2024-01-14 10:03:00
10939,1156,referral,ref_friend_program,ios,Jakarta Pusat,2024-02-05 14:32:00
10940,1466,paid_search,brand_kw_jan,web,Jakarta Timur,2024-01-05 07:18:00
10941,1019,promo,promo_ramadan,android,Tangerang,2024-03-14 19:07:00
10942,1671,organic,,android,Jakarta Pusat,2024-03-08 18:00:00
10943,1026,paid_search,brand_kw_jan,ios,Jakarta Utara,2024-01-28 09:21:00
10944,1153,referral,ref_friend_program,web,Jakarta Utara,2024-03-07 14:22:00
10945,1655,organic,,ios,Jakarta Barat,2024-02-23 18:00:00
10946,1129,paid_search,competitor_kw,android,Jakarta Utara,2024-03-01 17:55:00
10947,1653,referral,ref_friend_program,web,Jakarta Barat,2024-04-20 15:38:00
10948,1560,organic,,android,Depok,2024-05-20 09:33:00
10949,1246,organic,,android,Bekasi,2024-05-07 11:06:00
10950,1716,paid_search,brand_kw_jan,web,Jakarta Timur,2024-02-21 10:38:00
10951,1014,promo,promo_jan_newyear,android,Jakarta Utara,2024-02-23 16:58:00
10952,1569,organic,,ios,Depok,2024-04-16 08:49:00
10953,1632,referral,ref_friend_program,ios,Tangerang,2024-01-14 23:16:00
10954,1349,promo,promo_ramadan,android,Jakarta Timur,2024-02-27 17:33:00
10955,1430,paid_social,ig_story_feb,android,Jakarta Timur,2024-05-23 10:57:00
10956,1513,referral,ref_influencer,ios,Depok,2024-01-09 07:10:00
10957,1167,organic,,android,Bekasi,2024-02-01 19:37:00
10958,1484,referral,ref_influencer,ios,Jakarta Utara,2024-01-06 19:51:00
10959,1306,promo,promo_jan_newyear,android,Jakarta Pusat,2024-02-07 19:04:00
10960,1228,organic,,ios,Jakarta Pusat,2024-05-27 11:18:00
10961,1048,referral,ref_friend_program,ios,Tangerang,2024-02-07 10:23:00
10962,1564,paid_search,brand_kw_jan,android,Tangerang,2024-01-24 09:00:00
10963,1600,organic,,android,Jakarta Barat,2024-04-18 10:20:00
10964,1101,organic,,web,Depok,2024-02-04 14:37:00
10965,1543,organic,,android,Jakarta Utara,2024-01-05 12:56:00
10966,1166,paid_search,brand_kw_feb,ios,Jakarta Barat,2024-05-24 12:21:00
10967,1257,organic,,web,Depok,2024-02-04 07:28:00
10968,1214,organic,,ios,Jakarta Timur,2024-05-20 19:30:00
10969,1530,referral,ref_friend_program,android,Jakarta Selatan,2024-05-13 19:37:00
10970,1592,organic,,ios,Jakarta Barat,2024-04-17 09:57:00
10971,1109,referral,ref_friend_program,web,Jakarta Barat,2024-01-20 21:53:00
10972,1462,referral,ref_friend_program,android,Jakarta Selatan,2024-04-28 07:58:00
10973,1424,paid_social,ig_reel_jan,android,Jakarta Timur,2024-04-27 12:16:00
10974,1248,paid_search,competitor_kw,android,Depok,2024-05-22 07:34:00
10975,1231,paid_social,tiktok_mar,android,Jakarta Timur,2024-02-02 21:44:00
10976,1228,paid_social,ig_reel_jan,android,Jakarta Pusat,2024-03-30 08:19:00
10977,1662,paid_search,brand_kw_jan,ios,Bekasi,2024-03-25 12:29:00
10978,1642,paid_search,brand_kw_jan,ios,Jakarta Utara,2024-05-30 18:01:00
10979,1373,paid_social,ig_story_feb,ios,Bekasi,2024-04-15 07:10:00
10980,1170,promo,promo_ramadan,web,Jakarta Barat,2024-02-17 09:57:00
10981,1178,organic,,android,Jakarta Selatan,2024-02-10 18:12:00
10982,1291,paid_search,brand_kw_jan,android,Jakarta Timur,2024-03-25 08:14:00
10983,1774,referral,ref_influencer,ios,Jakarta Timur,2024-03-03 13:56:00
10984,1580,paid_search,competitor_kw,ios,Jakarta Utara,2024-02-22 21:21:00
10985,1155,organic,,ios,Jakarta Utara,2024-06-19 23:40:00
10986,1546,organic,,ios,Jakarta Barat,2024-03-09 17:55:00
10987,1738,promo,promo_feb_valentine,android,Jakarta Pusat,2024-02-05 10:37:00
10988,1241,organic,,ios,Jakarta Timur,2024-02-13 20:22:00
10989,1282,organic,,ios,Jakarta Utara,2024-01-15 23:21:00
10990,1329,referral,ref_friend_program,ios,Jakarta Barat,2024-06-28 20:45:00
10991,1014,organic,,android,Jakarta Barat,2024-06-04 20:25:00
10992,1022,paid_social,ig_story_feb,ios,Jakarta Selatan,2024-05-15 11:29:00
10993,1726,organic,,ios,Bekasi,2024-05-14 18:00:00
10994,1118,paid_social,ig_reel_jan,web,Jakarta Timur,2024-01-04 15:18:00
10995,1295,organic,,ios,Bekasi,2024-01-30 13:29:00
10996,1771,paid_search,brand_kw_feb,android,Bekasi,2024-01-09 20:54:00
10997,1564,promo,promo_jan_newyear,android,Tangerang,2024-04-22 07:05:00
10998,1445,paid_social,ig_story_feb,ios,Jakarta Barat,2024-03-09 09:41:00
10999,1275,organic,,ios,Tangerang,2024-02-14 09:25:00
11000,1414,referral,ref_friend_program,ios,Bekasi,2024-05-21 09:23:00
11001,1171,paid_social,ig_reel_jan,android,Depok,2024-05-27 10:00:00
11002,1771,referral,ref_influencer,android,Jakarta Timur,2024-04-19 08:21:00
11003,1124,paid_social,ig_reel_jan,ios,Depok,2024-05-20 11:11:00
11004,1630,promo,promo_feb_valentine,web,Jakarta Utara,2024-01-05 23:28:00
11005,1401,referral,ref_influencer,ios,Depok,2024-02-22 12:53:00
11006,1522,promo,promo_jan_newyear,android,Jakarta Barat,2024-06-06 09:43:00
11007,1331,promo,promo_feb_valentine,android,Jakarta Barat,2024-02-22 14:29:00
11008,1176,organic,,ios,Jakarta Utara,2024-04-13 16:10:00
11009,1244,paid_social,tiktok_mar,android,Jakarta Pusat,2024-03-24 16:43:00
11010,1390,organic,,android,Bekasi,2024-06-02 12:04:00
11011,1715,organic,,ios,Jakarta Timur,2024-02-07 09:29:00
11012,1695,paid_search,brand_kw_feb,web,Jakarta Utara,2024-01-30 17:56:00
11013,1595,referral,ref_friend_program,android,Jakarta Utara,2024-06-17 11:57:00
11014,1306,organic,,web,Jakarta Barat,2024-01-11 21:56:00
11015,1031,paid_social,ig_story_feb,ios,Tangerang,2024-06-18 07:29:00
11016,1091,promo,promo_ramadan,android,Depok,2024-01-20 20:34:00
11017,1416,referral,ref_influencer,ios,Jakarta Barat,2024-04-10 11:00:00
11018,1611,organic,,ios,Tangerang,2024-01-05 09:59:00
11019,1326,paid_search,brand_kw_jan,web,Jakarta Utara,2024-02-04 16:02:00
11020,1798,paid_search,competitor_kw,ios,Depok,2024-03-12 07:15:00
11021,1255,organic,,android,Depok,2024-05-12 18:17:00
11022,1640,organic,,android,Depok,2024-05-15 20:18:00
11023,1132,organic,,android,Bekasi,2024-01-03 19:26:00
11024,1605,paid_social,ig_story_feb,android,Tangerang,2024-06-02 11:37:00
11025,1753,promo,promo_ramadan,android,Tangerang,2024-05-02 19:35:00
11026,1557,paid_search,competitor_kw,android,Jakarta Barat,2024-04-30 11:02:00
11027,1539,promo,promo_feb_valentine,ios,Bekasi,2024-04-20 17:30:00
11028,1315,referral,ref_influencer,ios,Jakarta Selatan,2024-05-05 15:07:00
11029,1042,organic,,android,Jakarta Timur,2024-02-18 16:46:00
11030,1506,paid_search,brand_kw_feb,android,Jakarta Selatan,2024-04-20 07:28:00
11031,1006,promo,promo_jan_newyear,android,Jakarta Pusat,2024-06-26 22:26:00
11032,1712,organic,,ios,Tangerang,2024-03-02 12:55:00
11033,1255,paid_search,competitor_kw,android,Jakarta Selatan,2024-06-03 11:11:00
11034,1711,paid_social,ig_story_feb,ios,Jakarta Utara,2024-01-06 21:34:00
11035,1448,organic,,android,Bekasi,2024-06-02 13:55:00
11036,1520,paid_social,ig_story_feb,android,Jakarta Selatan,2024-01-14 20:31:00
11037,1733,paid_social,ig_reel_jan,ios,Jakarta Selatan,2024-01-31 09:34:00
11038,1698,paid_social,ig_story_feb,ios,Jakarta Pusat,2024-02-07 19:24:00
11039,1247,paid_social,tiktok_mar,android,Jakarta Barat,2024-02-17 10:07:00
11040,1488,organic,,android,Depok,2024-05-02 15:23:00
11041,1202,promo,promo_ramadan,ios,Jakarta Barat,2024-01-21 21:48:00
11042,1498,referral,ref_influencer,ios,Jakarta Utara,2024-04-09 20:08:00
11043,1607,paid_social,ig_reel_jan,android,Jakarta Timur,2024-01-31 12:03:00
11044,1115,paid_search,brand_kw_feb,ios,Tangerang,2024-05-27 12:25:00
11045,1505,paid_search,brand_kw_jan,ios,Depok,2024-03-16 17:16:00
11046,1620,paid_social,ig_reel_jan,android,Jakarta Utara,2024-03-13 16:59:00
11047,1290,paid_social,ig_story_feb,ios,Jakarta Timur,2024-03-25 19:25:00
11048,1717,paid_social,ig_reel_jan,android,Depok,2024-04-14 19:00:00
11049,1011,referral,ref_friend_program,android,Bekasi,2024-03-16 21:55:00
11050,1479,referral,ref_influencer,android,Tangerang,2024-05-29 08:20:00
11051,1658,referral,ref_friend_program,android,Jakarta Timur,2024-01-26 12:10:00
11052,1415,paid_social,ig_story_feb,android,Jakarta Barat,2024-03-15 15:02:00
11053,1608,paid_search,brand_kw_jan,ios,Depok,2024-06-16 12:16:00
11054,1048,paid_social,tiktok_mar,android,Tangerang,2024-02-04 14:43:00
11055,1620,organic,,web,Depok,2024-05-31 23:09:00
11056,1059,paid_search,brand_kw_feb,ios,Jakarta Barat,2024-04-23 17:27:00
11057,1403,organic,,android,Jakarta Selatan,2024-03-13 14:13:00
11058,1505,paid_search,competitor_kw,ios,Jakarta Barat,2024-04-25 21:29:00
11059,1454,promo,promo_feb_valentine,web,Depok,2024-01-01 13:35:00
11060,1414,organic,,android,Tangerang,2024-03-08 20:46:00
11061,1555,organic,,web,Depok,2024-03-12 09:16:00
11062,1678,paid_search,brand_kw_feb,android,Jakarta Utara,2024-02-23 11:52:00
11063,1562,organic,,android,Jakarta Pusat,2024-05-29 09:42:00
11064,1674,organic,,android,Depok,2024-05-19 16:04:00
11065,1008,organic,,android,Bekasi,2024-01-26 20:20:00
11066,1536,paid_social,ig_story_feb,web,Tangerang,2024-04-12 17:20:00
11067,1795,referral,ref_friend_program,android,Bekasi,2024-02-29 17:52:00
11068,1306,paid_search,brand_kw_jan,android,Jakarta Selatan,2024-03-09 11:58:00
11069,1796,paid_social,tiktok_mar,android,Jakarta Selatan,2024-03-12 09:13:00
11070,1280,paid_search,brand_kw_feb,ios,Depok,2024-03-27 11:35:00
11071,1511,paid_search,competitor_kw,android,Jakarta Selatan,2024-06-12 14:36:00
11072,1443,paid_social,tiktok_mar,ios,Jakarta Selatan,2024-01-01 12:45:00
11073,1288,paid_search,competitor_kw,ios,Jakarta Barat,2024-06-05 07:29:00
11074,1117,paid_search,competitor_kw,android,Tangerang,2024-06-17 16:04:00
11075,1513,promo,promo_ramadan,android,Jakarta Barat,2024-05-13 11:53:00
11076,1431,promo,promo_ramadan,android,Jakarta Utara,2024-02-10 14:41:00
11077,1493,paid_search,competitor_kw,ios,Jakarta Barat,2024-03-15 23:13:00
11078,1513,organic,,android,Jakarta Pusat,2024-02-08 16:49:00
11079,1157,referral,ref_influencer,android,Jakarta Selatan,2024-03-01 11:29:00
11080,1782,promo,promo_jan_newyear,android,Jakarta Selatan,2024-04-19 17:52:00
11081,1458,paid_social,ig_story_feb,android,Jakarta Utara,2024-05-28 17:45:00
11082,1558,paid_search,brand_kw_feb,android,Jakarta Pusat,2024-05-18 08:53:00
11083,1310,organic,,android,Jakarta Selatan,2024-04-04 23:38:00
11084,1538,organic,,android,Depok,2024-01-06 11:01:00
11085,1561,organic,,ios,Tangerang,2024-05-19 10:09:00
11086,1138,paid_social,tiktok_mar,android,Jakarta Pusat,2024-01-07 22:00:00
11087,1136,referral,ref_friend_program,ios,Jakarta Selatan,2024-02-26 22:49:00
11088,1324,paid_social,tiktok_mar,web,Jakarta Selatan,2024-01-12 20:31:00
11089,1708,promo,promo_ramadan,ios,Jakarta Timur,2024-04-24 07:51:00
11090,1044,referral,ref_friend_program,android,Tangerang,2024-06-23 17:28:00
11091,1146,paid_search,brand_kw_feb,ios,Jakarta Selatan,2024-02-29 16:51:00
11092,1793,organic,,android,Bekasi,2024-02-23 08:08:00
11093,1755,paid_social,ig_reel_jan,android,Jakarta Utara,2024-04-05 09:35:00
11094,1394,organic,,web,Jakarta Utara,2024-04-30 15:24:00
11095,1737,referral,ref_influencer,android,Jakarta Barat,2024-02-02 19:18:00
11096,1650,referral,ref_friend_program,ios,Bekasi,2024-03-30 07:36:00
11097,1432,promo,promo_ramadan,android,Bekasi,2024-05-04 18:39:00
11098,1649,paid_social,ig_story_feb,ios,Bekasi,2024-03-26 18:37:00
11099,1306,paid_search,brand_kw_feb,android,Jakarta Utara,2024-06-04 08:01:00
11100,1747,paid_social,ig_reel_jan,web,Tangerang,2024-02-23 15:49:00
11101,1203,organic,,android,Depok,2024-02-08 18:05:00
11102,1138,paid_search,competitor_kw,android,Tangerang,2024-06-25 07:18:00
11103,1439,referral,ref_friend_program,android,Jakarta Selatan,2024-05-28 13:15:00
11104,1035,paid_search,brand_kw_feb,android,Jakarta Timur,2024-01-14 12:12:00
11105,1142,paid_search,competitor_kw,android,Tangerang,2024-02-13 16:47:00
11106,1263,organic,,android,Jakarta Pusat,2024-03-22 11:01:00
11107,1387,organic,,android,Jakarta Barat,2024-02-05 07:06:00
11108,1315,referral,ref_friend_program,android,Jakarta Timur,2024-02-23 14:36:00
11109,1163,paid_search,competitor_kw,android,Jakarta Pusat,2024-03-03 15:21:00
11110,1275,paid_search,brand_kw_jan,android,Bekasi,2024-02-14 08:46:00
11111,1249,organic,,ios,Depok,2024-03-11 18:11:00
11112,1068,promo,promo_feb_valentine,android,Tangerang,2024-03-09 22:48:00
11113,1427,paid_search,brand_kw_jan,ios,Jakarta Selatan,2024-04-16 16:06:00
11114,1453,organic,,ios,Tangerang,2024-03-10 19:27:00
11115,1650,paid_search,competitor_kw,ios,Bekasi,2024-05-27 17:47:00
11116,1363,paid_social,tiktok_mar,ios,Jakarta Pusat,2024-02-27 23:05:00
11117,1214,organic,,android,Jakarta Timur,2024-05-01 11:24:00
11118,1282,promo,promo_jan_newyear,ios,Jakarta Barat,2024-05-26 13:07:00
11119,1453,paid_search,brand_kw_jan,ios,Jakarta Utara,2024-04-11 12:20:00
11120,1416,promo,promo_ramadan,android,Jakarta Utara,2024-02-22 13:38:00
11121,1405,paid_social,tiktok_mar,ios,Jakarta Utara,2024-05-26 15:32:00
11122,1463,paid_search,brand_kw_feb,ios,Jakarta Pusat,2024-06-21 07:26:00
11123,1279,paid_social,ig_reel_jan,android,Jakarta Timur,2024-05-29 08:48:00
11124,1577,organic,,android,Jakarta Pusat,2024-05-19 15:05:00
11125,1258,promo,promo_feb_valentine,ios,Jakarta Selatan,2024-05-19 09:06:00
11126,1672,referral,ref_friend_program,ios,Jakarta Selatan,2024-02-11 08:09:00
11127,1075,promo,promo_feb_valentine,web,Jakarta Selatan,2024-06-07 08:15:00
11128,1268,referral,ref_influencer,android,Tangerang,2024-02-09 08:13:00
11129,1302,paid_social,ig_story_feb,android,Tangerang,2024-04-19 13:38:00
11130,1389,organic,,android,Jakarta Pusat,2024-02-01 16:10:00
11131,1368,promo,promo_feb_valentine,ios,Jakarta Utara,2024-04-19 19:38:00
11132,1644,paid_social,ig_reel_jan,android,Jakarta Pusat,2024-06-28 17:27:00
11133,1189,organic,,ios,Jakarta Utara,2024-04-24 09:29:00
11134,1267,paid_search,competitor_kw,web,Bekasi,2024-01-11 23:28:00
11135,1418,referral,ref_friend_program,android,Jakarta Barat,2024-02-13 13:32:00
11136,1544,paid_search,brand_kw_feb,web,Jakarta Barat,2024-05-31 11:59:00
11137,1570,paid_search,brand_kw_jan,ios,Tangerang,2024-01-11 21:33:00
11138,1295,organic,,android,Jakarta Utara,2024-03-25 14:19:00
11139,1570,organic,,web,Jakarta Utara,2024-04-14 21:18:00
11140,1228,paid_social,ig_reel_jan,android,Jakarta Timur,2024-03-29 22:58:00
11141,1100,paid_social,ig_reel_jan,android,Jakarta Pusat,2024-02-26 21:16:00
11142,1340,referral,ref_influencer,ios,Jakarta Selatan,2024-05-21 17:22:00
11143,1285,paid_social,ig_story_feb,ios,Jakarta Selatan,2024-02-17 07:53:00
11144,1557,organic,,android,Jakarta Barat,2024-04-19 07:24:00
11145,1511,referral,ref_influencer,android,Depok,2024-02-16 17:51:00
11146,1148,organic,,android,Jakarta Timur,2024-06-07 17:43:00
11147,1215,paid_social,tiktok_mar,android,Bekasi,2024-05-01 07:25:00
11148,1513,referral,ref_friend_program,android,Jakarta Timur,2024-01-12 16:34:00
11149,1050,organic,,android,Jakarta Pusat,2024-01-28 14:41:00
11150,1662,paid_search,brand_kw_feb,android,Jakarta Selatan,2024-01-06 12:45:00
11151,1353,referral,ref_friend_program,android,Jakarta Utara,2024-02-25 11:47:00
11152,1297,paid_search,competitor_kw,ios,Jakarta Utara,2024-04-22 16:53:00
11153,1630,organic,,web,Tangerang,2024-06-28 10:58:00
11154,1182,paid_search,brand_kw_feb,ios,Tangerang,2024-06-17 22:41:00
11155,1293,paid_social,ig_story_feb,android,Depok,2024-02-08 16:12:00
11156,1551,organic,,ios,Jakarta Timur,2024-05-24 11:55:00
11157,1509,referral,ref_influencer,android,Jakarta Timur,2024-04-15 17:36:00
11158,1684,promo,promo_jan_newyear,android,Jakarta Pusat,2024-01-08 19:51:00
11159,1287,promo,promo_feb_valentine,android,Jakarta Barat,2024-03-21 18:14:00
11160,1396,paid_search,brand_kw_feb,ios,Tangerang,2024-06-06 22:26:00
11161,1124,paid_social,ig_reel_jan,android,Jakarta Utara,2024-01-06 16:26:00
11162,1147,paid_search,brand_kw_feb,android,Tangerang,2024-06-21 08:55:00
11163,1720,promo,promo_ramadan,android,Jakarta Timur,2024-01-06 21:37:00
11164,1707,organic,,android,Depok,2024-06-28 07:18:00
11165,1533,referral,ref_influencer,ios,Jakarta Barat,2024-03-15 08:29:00
11166,1198,paid_social,ig_reel_jan,android,Jakarta Barat,2024-04-23 11:44:00
11167,1785,organic,,ios,Bekasi,2024-04-23 07:25:00
11168,1142,referral,ref_influencer,android,Jakarta Pusat,2024-02-08 07:52:00
11169,1463,promo,promo_jan_newyear,android,Jakarta Timur,2024-06-21 19:01:00
11170,1340,promo,promo_feb_valentine,android,Jakarta Selatan,2024-03-15 19:07:00
11171,1537,referral,ref_friend_program,android,Jakarta Selatan,2024-05-10 08:18:00
11172,1470,organic,,android,Jakarta Timur,2024-03-22 18:32:00
11173,1459,organic,,android,Tangerang,2024-01-29 22:53:00
11174,1673,organic,,android,Depok,2024-01-27 19:57:00
11175,1375,referral,ref_influencer,ios,Bekasi,2024-05-12 19:27:00
11176,1164,paid_search,brand_kw_feb,ios,Jakarta Timur,2024-04-15 09:30:00
11177,1262,promo,promo_feb_valentine,web,Jakarta Timur,2024-04-01 09:37:00
11178,1574,referral,ref_friend_program,android,Bekasi,2024-06-14 14:16:00
11179,1085,referral,ref_influencer,android,Jakarta Selatan,2024-02-07 09:03:00
11180,1695,organic,,android,Jakarta Utara,2024-01-14 18:47:00
11181,1695,promo,promo_jan_newyear,ios,Bekasi,2024-05-28 22:06:00
11182,1042,paid_search,brand_kw_feb,android,Depok,2024-06-04 19:33:00
11183,1691,paid_search,brand_kw_jan,web,Jakarta Utara,2024-04-07 18:12:00
11184,1779,promo,promo_jan_newyear,android,Jakarta Pusat,2024-03-07 14:39:00
11185,1111,referral,ref_influencer,android,Jakarta Pusat,2024-03-13 19:30:00
11186,1507,organic,,android,Jakarta Timur,2024-06-26 11:52:00
11187,1706,paid_search,brand_kw_jan,android,Jakarta Selatan,2024-06-21 11:01:00
11188,1411,paid_search,brand_kw_jan,ios,Depok,2024-06-15 13:46:00
11189,1223,organic,,android,Bekasi,2024-04-07 13:51:00
11190,1085,referral,ref_influencer,android,Jakarta Selatan,2024-02-05 11:43:00
11191,1736,promo,promo_feb_valentine,ios,Jakarta Selatan,2024-02-26 09:53:00
11192,1208,paid_social,tiktok_mar,android,Bekasi,2024-06-03 21:39:00
11193,1752,organic,,ios,Depok,2024-04-01 07:48:00
11194,1405,organic,,android,Bekasi,2024-03-24 12:11:00
11195,1595,promo,promo_ramadan,web,Jakarta Selatan,2024-05-29 14:51:00
11196,1005,paid_search,brand_kw_feb,android,Tangerang,2024-06-03 12:16:00
11197,1475,paid_social,ig_story_feb,ios,Depok,2024-01-13 14:41:00
11198,1014,organic,,ios,Jakarta Barat,2024-01-17 23:25:00
11199,1707,promo,promo_ramadan,ios,Depok,2024-01-24 15:19:00
11200,1738,paid_search,brand_kw_feb,ios,Depok,2024-04-07 22:50:00
11201,1527,organic,,ios,Bekasi,2024-02-20 15:32:00
11202,1440,promo,promo_ramadan,web,Tangerang,2024-06-10 12:54:00
11203,1170,organic,,ios,Jakarta Utara,2024-01-03 08:29:00
11204,1757,referral,ref_friend_program,ios,Depok,2024-05-05 11:54:00
11205,1777,organic,,ios,Depok,2024-03-25 13:05:00
11206,1282,organic,,android,Tangerang,2024-02-12 19:22:00
11207,1684,organic,,ios,Bekasi,2024-03-29 10:44:00
11208,1489,referral,ref_friend_program,ios,Tangerang,2024-06-19 16:22:00
11209,1111,promo,promo_feb_valentine,android,Jakarta Barat,2024-04-16 21:12:00
11210,1178,referral,ref_friend_program,ios,Jakarta Utara,2024-04-18 07:32:00
11211,1093,referral,ref_friend_program,android,Tangerang,2024-06-17 16:41:00
11212,1695,paid_social,ig_reel_jan,ios,Depok,2024-06-13 10:20:00
11213,1348,organic,,ios,Bekasi,2024-01-17 21:13:00
11214,1608,referral,ref_influencer,android,Jakarta Barat,2024-05-20 14:25:00
11215,1028,paid_search,competitor_kw,android,Depok,2024-04-01 11:36:00
11216,1202,paid_search,brand_kw_feb,android,Jakarta Pusat,2024-01-15 15:17:00
11217,1534,organic,,ios,Bekasi,2024-03-03 22:35:00
11218,1516,paid_search,brand_kw_feb,ios,Jakarta Barat,2024-04-12 21:48:00
11219,1702,organic,,ios,Jakarta Timur,2024-06-25 21:43:00
11220,1689,paid_social,ig_reel_jan,ios,Jakarta Pusat,2024-04-09 23:07:00
11221,1719,organic,,android,Jakarta Pusat,2024-05-02 14:47:00
11222,1373,organic,,ios,Jakarta Utara,2024-04-17 22:09:00
11223,1363,referral,ref_influencer,ios,Bekasi,2024-04-12 10:08:00
11224,1507,paid_search,brand_kw_feb,android,Jakarta Selatan,2024-02-23 21:06:00
11225,1672,organic,,android,Jakarta Barat,2024-03-14 19:04:00
11226,1499,paid_social,ig_reel_jan,android,Jakarta Utara,2024-06-23 14:25:00
11227,1149,organic,,ios,Jakarta Barat,2024-06-01 10:42:00
11228,1271,paid_search,competitor_kw,android,Jakarta Pusat,2024-01-13 19:47:00
11229,1459,paid_search,brand_kw_jan,ios,Depok,2024-05-14 23:41:00
11230,1139,organic,,ios,Jakarta Selatan,2024-01-28 22:07:00
11231,1548,referral,ref_influencer,android,Jakarta Pusat,2024-06-18 10:57:00
11232,1772,paid_search,brand_kw_feb,android,Jakarta Barat,2024-04-16 10:26:00
11233,1014,organic,,android,Jakarta Timur,2024-05-07 09:27:00
11234,1629,paid_search,brand_kw_jan,ios,Jakarta Timur,2024-05-14 17:17:00
11235,1168,paid_search,competitor_kw,ios,Jakarta Timur,2024-06-02 18:47:00
11236,1601,paid_search,brand_kw_feb,ios,Jakarta Timur,2024-05-20 10:09:00
11237,1351,organic,,android,Tangerang,2024-01-28 21:51:00
11238,1432,organic,,ios,Jakarta Utara,2024-02-15 10:52:00
11239,1472,paid_social,tiktok_mar,ios,Jakarta Barat,2024-05-03 13:21:00
11240,1637,paid_search,competitor_kw,android,Jakarta Timur,2024-04-30 13:59:00
11241,1724,organic,,ios,Jakarta Utara,2024-02-16 16:08:00
11242,1316,organic,,android,Jakarta Timur,2024-01-04 10:57:00
11243,1685,organic,,android,Jakarta Utara,2024-01-08 12:44:00
11244,1719,paid_search,competitor_kw,ios,Depok,2024-01-24 10:42:00
11245,1479,organic,,android,Jakarta Pusat,2024-01-10 17:19:00
11246,1078,paid_social,tiktok_mar,web,Jakarta Barat,2024-06-19 09:01:00
11247,1179,paid_social,ig_reel_jan,ios,Jakarta Barat,2024-03-02 22:24:00
11248,1240,paid_social,ig_story_feb,ios,Jakarta Barat,2024-02-29 19:05:00
11249,1017,paid_social,tiktok_mar,ios,Jakarta Timur,2024-06-08 14:50:00
11250,1552,organic,,android,Jakarta Utara,2024-06-03 14:15:00
11251,1215,organic,,ios,Bekasi,2024-03-23 10:53:00
11252,1564,paid_social,ig_reel_jan,android,Tangerang,2024-05-10 21:13:00
11253,1604,referral,ref_influencer,ios,Bekasi,2024-05-17 15:29:00
11254,1267,paid_social,ig_reel_jan,android,Jakarta Timur,2024-04-24 10:21:00
11255,1518,referral,ref_friend_program,ios,Jakarta Pusat,2024-04-18 07:43:00
11256,1377,organic,,android,Jakarta Timur,2024-06-05 20:36:00
11257,1419,promo,promo_feb_valentine,android,Jakarta Selatan,2024-04-14 14:31:00
11258,1035,paid_social,ig_reel_jan,ios,Depok,2024-02-03 17:03:00
11259,1177,organic,,ios,Depok,2024-04-06 16:32:00
